departure_date,booking_date,cum_bookings
5/15/2012,3/31/2012,26
5/15/2012,4/1/2012,26
5/15/2012,4/2/2012,27
5/15/2012,4/3/2012,27
5/15/2012,4/4/2012,27
5/15/2012,4/5/2012,27
5/15/2012,4/6/2012,29
5/15/2012,4/7/2012,29
5/15/2012,4/8/2012,29
5/15/2012,4/9/2012,50
5/15/2012,4/10/2012,53
5/15/2012,4/11/2012,54
5/15/2012,4/12/2012,59
5/15/2012,4/13/2012,59
5/15/2012,4/14/2012,59
5/15/2012,4/15/2012,59
5/15/2012,4/16/2012,63
5/15/2012,4/17/2012,71
5/15/2012,4/18/2012,85
5/15/2012,4/19/2012,95
5/15/2012,4/20/2012,95
5/15/2012,4/21/2012,95
5/15/2012,4/22/2012,98
5/15/2012,4/23/2012,105
5/15/2012,4/24/2012,110
5/15/2012,4/25/2012,120
5/15/2012,4/26/2012,138
5/15/2012,4/27/2012,142
5/15/2012,4/28/2012,142
5/15/2012,4/29/2012,143
5/15/2012,4/30/2012,152
5/15/2012,5/1/2012,174
5/15/2012,5/2/2012,196
5/15/2012,5/3/2012,208
5/15/2012,5/4/2012,218
5/15/2012,5/5/2012,221
5/15/2012,5/6/2012,224
5/15/2012,5/7/2012,254
5/15/2012,5/8/2012,280
5/15/2012,5/9/2012,302
5/15/2012,5/10/2012,330
5/15/2012,5/11/2012,350
5/15/2012,5/12/2012,363
5/15/2012,5/13/2012,369
5/15/2012,5/14/2012,407
5/15/2012,5/15/2012,452
5/16/2012,3/17/2012,0
5/16/2012,3/18/2012,0
5/16/2012,3/19/2012,0
5/16/2012,3/20/2012,0
5/16/2012,3/21/2012,0
5/16/2012,3/22/2012,0
5/16/2012,3/23/2012,6
5/16/2012,3/24/2012,6
5/16/2012,3/25/2012,6
5/16/2012,3/26/2012,7
5/16/2012,3/27/2012,10
5/16/2012,3/28/2012,16
5/16/2012,3/29/2012,18
5/16/2012,3/30/2012,23
5/16/2012,3/31/2012,23
5/16/2012,4/1/2012,23
5/16/2012,4/2/2012,24
5/16/2012,4/3/2012,25
5/16/2012,4/4/2012,25
5/16/2012,4/5/2012,25
5/16/2012,4/6/2012,30
5/16/2012,4/7/2012,30
5/16/2012,4/8/2012,30
5/16/2012,4/9/2012,47
5/16/2012,4/10/2012,48
5/16/2012,4/11/2012,49
5/16/2012,4/12/2012,54
5/16/2012,4/13/2012,54
5/16/2012,4/14/2012,54
5/16/2012,4/15/2012,54
5/16/2012,4/16/2012,56
5/16/2012,4/17/2012,64
5/16/2012,4/18/2012,76
5/16/2012,4/19/2012,83
5/16/2012,4/20/2012,87
5/16/2012,4/21/2012,87
5/16/2012,4/22/2012,90
5/16/2012,4/23/2012,95
5/16/2012,4/24/2012,101
5/16/2012,4/25/2012,112
5/16/2012,4/26/2012,119
5/16/2012,4/27/2012,122
5/16/2012,4/28/2012,122
5/16/2012,4/29/2012,122
5/16/2012,4/30/2012,135
5/16/2012,5/1/2012,149
5/16/2012,5/2/2012,167
5/16/2012,5/3/2012,177
5/16/2012,5/4/2012,181
5/16/2012,5/5/2012,183
5/16/2012,5/6/2012,186
5/16/2012,5/7/2012,209
5/16/2012,5/8/2012,220
5/16/2012,5/9/2012,238
5/16/2012,5/10/2012,259
5/16/2012,5/11/2012,275
5/16/2012,5/12/2012,279
5/16/2012,5/13/2012,284
5/16/2012,5/14/2012,305
5/16/2012,5/15/2012,328
5/16/2012,5/16/2012,336
5/17/2012,3/18/2012,0
5/17/2012,3/19/2012,4
5/17/2012,3/20/2012,4
5/17/2012,3/21/2012,4
5/17/2012,3/22/2012,4
5/17/2012,3/23/2012,6
5/17/2012,3/24/2012,6
5/17/2012,3/25/2012,6
5/17/2012,3/26/2012,7
5/17/2012,3/27/2012,8
5/17/2012,3/28/2012,12
5/17/2012,3/29/2012,14
5/17/2012,3/30/2012,16
5/17/2012,3/31/2012,16
5/17/2012,4/1/2012,16
5/17/2012,4/2/2012,17
5/17/2012,4/3/2012,19
5/17/2012,4/4/2012,19
5/17/2012,4/5/2012,19
5/17/2012,4/6/2012,23
5/17/2012,4/7/2012,23
5/17/2012,4/8/2012,23
5/17/2012,4/9/2012,37
5/17/2012,4/10/2012,38
5/17/2012,4/11/2012,38
5/17/2012,4/12/2012,41
5/17/2012,4/13/2012,42
5/17/2012,4/14/2012,42
5/17/2012,4/15/2012,42
5/17/2012,4/16/2012,42
5/17/2012,4/17/2012,47
5/17/2012,4/18/2012,53
5/17/2012,4/19/2012,57
5/17/2012,4/20/2012,61
5/17/2012,4/21/2012,61
5/17/2012,4/22/2012,61
5/17/2012,4/23/2012,63
5/17/2012,4/24/2012,67
5/17/2012,4/25/2012,76
5/17/2012,4/26/2012,77
5/17/2012,4/27/2012,78
5/17/2012,4/28/2012,80
5/17/2012,4/29/2012,82
5/17/2012,4/30/2012,92
5/17/2012,5/1/2012,101
5/17/2012,5/2/2012,115
5/17/2012,5/3/2012,119
5/17/2012,5/4/2012,121
5/17/2012,5/5/2012,121
5/17/2012,5/6/2012,123
5/17/2012,5/7/2012,129
5/17/2012,5/8/2012,131
5/17/2012,5/9/2012,156
5/17/2012,5/10/2012,181
5/17/2012,5/11/2012,192
5/17/2012,5/12/2012,193
5/17/2012,5/13/2012,195
5/17/2012,5/14/2012,207
5/17/2012,5/15/2012,213
5/17/2012,5/16/2012,218
5/17/2012,5/17/2012,236
5/18/2012,3/19/2012,4
5/18/2012,3/20/2012,4
5/18/2012,3/21/2012,4
5/18/2012,3/22/2012,4
5/18/2012,3/23/2012,4
5/18/2012,3/24/2012,4
5/18/2012,3/25/2012,5
5/18/2012,3/26/2012,5
5/18/2012,3/27/2012,5
5/18/2012,3/28/2012,5
5/18/2012,3/29/2012,15
5/18/2012,3/30/2012,15
5/18/2012,3/31/2012,15
5/18/2012,4/1/2012,15
5/18/2012,4/2/2012,18
5/18/2012,4/3/2012,18
5/18/2012,4/4/2012,18
5/18/2012,4/5/2012,20
5/18/2012,4/6/2012,23
5/18/2012,4/7/2012,23
5/18/2012,4/8/2012,23
5/18/2012,4/9/2012,23
5/18/2012,4/10/2012,25
5/18/2012,4/11/2012,27
5/18/2012,4/12/2012,30
5/18/2012,4/13/2012,31
5/18/2012,4/14/2012,31
5/18/2012,4/15/2012,31
5/18/2012,4/16/2012,31
5/18/2012,4/17/2012,31
5/18/2012,4/18/2012,31
5/18/2012,4/19/2012,35
5/18/2012,4/20/2012,35
5/18/2012,4/21/2012,35
5/18/2012,4/22/2012,35
5/18/2012,4/23/2012,35
5/18/2012,4/24/2012,35
5/18/2012,4/25/2012,40
5/18/2012,4/26/2012,42
5/18/2012,4/27/2012,43
5/18/2012,4/28/2012,43
5/18/2012,4/29/2012,45
5/18/2012,4/30/2012,52
5/18/2012,5/1/2012,58
5/18/2012,5/2/2012,62
5/18/2012,5/3/2012,63
5/18/2012,5/4/2012,68
5/18/2012,5/5/2012,70
5/18/2012,5/6/2012,74
5/18/2012,5/7/2012,80
5/18/2012,5/8/2012,82
5/18/2012,5/9/2012,89
5/18/2012,5/10/2012,104
5/18/2012,5/11/2012,110
5/18/2012,5/12/2012,112
5/18/2012,5/13/2012,114
5/18/2012,5/14/2012,125
5/18/2012,5/15/2012,133
5/18/2012,5/16/2012,158
5/18/2012,5/17/2012,189
5/18/2012,5/18/2012,222
5/19/2012,3/20/2012,0
5/19/2012,3/21/2012,0
5/19/2012,3/22/2012,0
5/19/2012,3/23/2012,0
5/19/2012,3/24/2012,0
5/19/2012,3/25/2012,1
5/19/2012,3/26/2012,3
5/19/2012,3/27/2012,3
5/19/2012,3/28/2012,3
5/19/2012,3/29/2012,10
5/19/2012,3/30/2012,10
5/19/2012,3/31/2012,10
5/19/2012,4/1/2012,10
5/19/2012,4/2/2012,10
5/19/2012,4/3/2012,10
5/19/2012,4/4/2012,10
5/19/2012,4/5/2012,12
5/19/2012,4/6/2012,14
5/19/2012,4/7/2012,14
5/19/2012,4/8/2012,14
5/19/2012,4/9/2012,14
5/19/2012,4/10/2012,16
5/19/2012,4/11/2012,18
5/19/2012,4/12/2012,18
5/19/2012,4/13/2012,18
5/19/2012,4/14/2012,18
5/19/2012,4/15/2012,18
5/19/2012,4/16/2012,18
5/19/2012,4/17/2012,18
5/19/2012,4/18/2012,18
5/19/2012,4/19/2012,19
5/19/2012,4/20/2012,19
5/19/2012,4/21/2012,19
5/19/2012,4/22/2012,19
5/19/2012,4/23/2012,19
5/19/2012,4/24/2012,19
5/19/2012,4/25/2012,23
5/19/2012,4/26/2012,25
5/19/2012,4/27/2012,26
5/19/2012,4/28/2012,28
5/19/2012,4/29/2012,30
5/19/2012,4/30/2012,37
5/19/2012,5/1/2012,45
5/19/2012,5/2/2012,48
5/19/2012,5/3/2012,49
5/19/2012,5/4/2012,55
5/19/2012,5/5/2012,59
5/19/2012,5/6/2012,64
5/19/2012,5/7/2012,68
5/19/2012,5/8/2012,72
5/19/2012,5/9/2012,79
5/19/2012,5/10/2012,86
5/19/2012,5/11/2012,93
5/19/2012,5/12/2012,97
5/19/2012,5/13/2012,99
5/19/2012,5/14/2012,108
5/19/2012,5/15/2012,127
5/19/2012,5/16/2012,162
5/19/2012,5/17/2012,201
5/19/2012,5/18/2012,229
5/19/2012,5/19/2012,296
5/20/2012,3/21/2012,0
5/20/2012,3/22/2012,0
5/20/2012,3/23/2012,0
5/20/2012,3/24/2012,0
5/20/2012,3/25/2012,1
5/20/2012,3/26/2012,3
5/20/2012,3/27/2012,3
5/20/2012,3/28/2012,4
5/20/2012,3/29/2012,4
5/20/2012,3/30/2012,4
5/20/2012,3/31/2012,4
5/20/2012,4/1/2012,4
5/20/2012,4/2/2012,4
5/20/2012,4/3/2012,4
5/20/2012,4/4/2012,4
5/20/2012,4/5/2012,7
5/20/2012,4/6/2012,9
5/20/2012,4/7/2012,9
5/20/2012,4/8/2012,9
5/20/2012,4/9/2012,9
5/20/2012,4/10/2012,11
5/20/2012,4/11/2012,12
5/20/2012,4/12/2012,12
5/20/2012,4/13/2012,12
5/20/2012,4/14/2012,12
5/20/2012,4/15/2012,12
5/20/2012,4/16/2012,15
5/20/2012,4/17/2012,15
5/20/2012,4/18/2012,19
5/20/2012,4/19/2012,20
5/20/2012,4/20/2012,22
5/20/2012,4/21/2012,22
5/20/2012,4/22/2012,23
5/20/2012,4/23/2012,23
5/20/2012,4/24/2012,26
5/20/2012,4/25/2012,26
5/20/2012,4/26/2012,26
5/20/2012,4/27/2012,26
5/20/2012,4/28/2012,26
5/20/2012,4/29/2012,28
5/20/2012,4/30/2012,31
5/20/2012,5/1/2012,36
5/20/2012,5/2/2012,54
5/20/2012,5/3/2012,60
5/20/2012,5/4/2012,67
5/20/2012,5/5/2012,67
5/20/2012,5/6/2012,69
5/20/2012,5/7/2012,74
5/20/2012,5/8/2012,83
5/20/2012,5/9/2012,92
5/20/2012,5/10/2012,101
5/20/2012,5/11/2012,107
5/20/2012,5/12/2012,108
5/20/2012,5/13/2012,110
5/20/2012,5/14/2012,120
5/20/2012,5/15/2012,138
5/20/2012,5/16/2012,162
5/20/2012,5/17/2012,180
5/20/2012,5/18/2012,194
5/20/2012,5/19/2012,198
5/20/2012,5/20/2012,246
5/21/2012,3/22/2012,0
5/21/2012,3/23/2012,0
5/21/2012,3/24/2012,0
5/21/2012,3/25/2012,0
5/21/2012,3/26/2012,2
5/21/2012,3/27/2012,2
5/21/2012,3/28/2012,3
5/21/2012,3/29/2012,5
5/21/2012,3/30/2012,7
5/21/2012,3/31/2012,7
5/21/2012,4/1/2012,7
5/21/2012,4/2/2012,7
5/21/2012,4/3/2012,7
5/21/2012,4/4/2012,7
5/21/2012,4/5/2012,10
5/21/2012,4/6/2012,13
5/21/2012,4/7/2012,13
5/21/2012,4/8/2012,13
5/21/2012,4/9/2012,13
5/21/2012,4/10/2012,15
5/21/2012,4/11/2012,17
5/21/2012,4/12/2012,18
5/21/2012,4/13/2012,19
5/21/2012,4/14/2012,19
5/21/2012,4/15/2012,19
5/21/2012,4/16/2012,22
5/21/2012,4/17/2012,22
5/21/2012,4/18/2012,26
5/21/2012,4/19/2012,27
5/21/2012,4/20/2012,31
5/21/2012,4/21/2012,33
5/21/2012,4/22/2012,34
5/21/2012,4/23/2012,35
5/21/2012,4/24/2012,39
5/21/2012,4/25/2012,40
5/21/2012,4/26/2012,42
5/21/2012,4/27/2012,48
5/21/2012,4/28/2012,50
5/21/2012,4/29/2012,51
5/21/2012,4/30/2012,57
5/21/2012,5/1/2012,65
5/21/2012,5/2/2012,88
5/21/2012,5/3/2012,99
5/21/2012,5/4/2012,108
5/21/2012,5/5/2012,108
5/21/2012,5/6/2012,110
5/21/2012,5/7/2012,123
5/21/2012,5/8/2012,139
5/21/2012,5/9/2012,153
5/21/2012,5/10/2012,165
5/21/2012,5/11/2012,178
5/21/2012,5/12/2012,178
5/21/2012,5/13/2012,180
5/21/2012,5/14/2012,216
5/21/2012,5/15/2012,232
5/21/2012,5/16/2012,265
5/21/2012,5/17/2012,291
5/21/2012,5/18/2012,306
5/21/2012,5/19/2012,310
5/21/2012,5/20/2012,331
5/21/2012,5/21/2012,381
5/22/2012,3/23/2012,0
5/22/2012,3/24/2012,0
5/22/2012,3/25/2012,0
5/22/2012,3/26/2012,2
5/22/2012,3/27/2012,2
5/22/2012,3/28/2012,3
5/22/2012,3/29/2012,5
5/22/2012,3/30/2012,7
5/22/2012,3/31/2012,7
5/22/2012,4/1/2012,7
5/22/2012,4/2/2012,7
5/22/2012,4/3/2012,7
5/22/2012,4/4/2012,7
5/22/2012,4/5/2012,10
5/22/2012,4/6/2012,10
5/22/2012,4/7/2012,10
5/22/2012,4/8/2012,10
5/22/2012,4/9/2012,10
5/22/2012,4/10/2012,12
5/22/2012,4/11/2012,14
5/22/2012,4/12/2012,15
5/22/2012,4/13/2012,16
5/22/2012,4/14/2012,16
5/22/2012,4/15/2012,16
5/22/2012,4/16/2012,19
5/22/2012,4/17/2012,19
5/22/2012,4/18/2012,26
5/22/2012,4/19/2012,27
5/22/2012,4/20/2012,31
5/22/2012,4/21/2012,31
5/22/2012,4/22/2012,32
5/22/2012,4/23/2012,35
5/22/2012,4/24/2012,37
5/22/2012,4/25/2012,37
5/22/2012,4/26/2012,43
5/22/2012,4/27/2012,49
5/22/2012,4/28/2012,51
5/22/2012,4/29/2012,52
5/22/2012,4/30/2012,59
5/22/2012,5/1/2012,67
5/22/2012,5/2/2012,85
5/22/2012,5/3/2012,99
5/22/2012,5/4/2012,109
5/22/2012,5/5/2012,112
5/22/2012,5/6/2012,114
5/22/2012,5/7/2012,128
5/22/2012,5/8/2012,145
5/22/2012,5/9/2012,160
5/22/2012,5/10/2012,172
5/22/2012,5/11/2012,189
5/22/2012,5/12/2012,189
5/22/2012,5/13/2012,192
5/22/2012,5/14/2012,238
5/22/2012,5/15/2012,270
5/22/2012,5/16/2012,290
5/22/2012,5/17/2012,312
5/22/2012,5/18/2012,338
5/22/2012,5/19/2012,344
5/22/2012,5/20/2012,353
5/22/2012,5/21/2012,384
5/22/2012,5/22/2012,432
5/23/2012,3/24/2012,0
5/23/2012,3/25/2012,0
5/23/2012,3/26/2012,2
5/23/2012,3/27/2012,2
5/23/2012,3/28/2012,3
5/23/2012,3/29/2012,5
5/23/2012,3/30/2012,7
5/23/2012,3/31/2012,7
5/23/2012,4/1/2012,7
5/23/2012,4/2/2012,7
5/23/2012,4/3/2012,7
5/23/2012,4/4/2012,7
5/23/2012,4/5/2012,10
5/23/2012,4/6/2012,10
5/23/2012,4/7/2012,10
5/23/2012,4/8/2012,10
5/23/2012,4/9/2012,10
5/23/2012,4/10/2012,10
5/23/2012,4/11/2012,12
5/23/2012,4/12/2012,13
5/23/2012,4/13/2012,14
5/23/2012,4/14/2012,14
5/23/2012,4/15/2012,14
5/23/2012,4/16/2012,17
5/23/2012,4/17/2012,17
5/23/2012,4/18/2012,24
5/23/2012,4/19/2012,25
5/23/2012,4/20/2012,29
5/23/2012,4/21/2012,29
5/23/2012,4/22/2012,30
5/23/2012,4/23/2012,34
5/23/2012,4/24/2012,38
5/23/2012,4/25/2012,38
5/23/2012,4/26/2012,43
5/23/2012,4/27/2012,48
5/23/2012,4/28/2012,50
5/23/2012,4/29/2012,51
5/23/2012,4/30/2012,58
5/23/2012,5/1/2012,59
5/23/2012,5/2/2012,74
5/23/2012,5/3/2012,90
5/23/2012,5/4/2012,99
5/23/2012,5/5/2012,101
5/23/2012,5/6/2012,103
5/23/2012,5/7/2012,114
5/23/2012,5/8/2012,123
5/23/2012,5/9/2012,136
5/23/2012,5/10/2012,149
5/23/2012,5/11/2012,161
5/23/2012,5/12/2012,161
5/23/2012,5/13/2012,162
5/23/2012,5/14/2012,187
5/23/2012,5/15/2012,210
5/23/2012,5/16/2012,227
5/23/2012,5/17/2012,248
5/23/2012,5/18/2012,272
5/23/2012,5/19/2012,277
5/23/2012,5/20/2012,286
5/23/2012,5/21/2012,315
5/23/2012,5/22/2012,334
5/23/2012,5/23/2012,361
5/24/2012,3/25/2012,0
5/24/2012,3/26/2012,2
5/24/2012,3/27/2012,2
5/24/2012,3/28/2012,3
5/24/2012,3/29/2012,5
5/24/2012,3/30/2012,5
5/24/2012,3/31/2012,7
5/24/2012,4/1/2012,7
5/24/2012,4/2/2012,7
5/24/2012,4/3/2012,8
5/24/2012,4/4/2012,8
5/24/2012,4/5/2012,11
5/24/2012,4/6/2012,11
5/24/2012,4/7/2012,11
5/24/2012,4/8/2012,11
5/24/2012,4/9/2012,11
5/24/2012,4/10/2012,11
5/24/2012,4/11/2012,12
5/24/2012,4/12/2012,12
5/24/2012,4/13/2012,12
5/24/2012,4/14/2012,12
5/24/2012,4/15/2012,12
5/24/2012,4/16/2012,15
5/24/2012,4/17/2012,15
5/24/2012,4/18/2012,19
5/24/2012,4/19/2012,20
5/24/2012,4/20/2012,23
5/24/2012,4/21/2012,23
5/24/2012,4/22/2012,24
5/24/2012,4/23/2012,25
5/24/2012,4/24/2012,28
5/24/2012,4/25/2012,28
5/24/2012,4/26/2012,29
5/24/2012,4/27/2012,32
5/24/2012,4/28/2012,34
5/24/2012,4/29/2012,35
5/24/2012,4/30/2012,38
5/24/2012,5/1/2012,38
5/24/2012,5/2/2012,50
5/24/2012,5/3/2012,58
5/24/2012,5/4/2012,65
5/24/2012,5/5/2012,68
5/24/2012,5/6/2012,72
5/24/2012,5/7/2012,77
5/24/2012,5/8/2012,80
5/24/2012,5/9/2012,84
5/24/2012,5/10/2012,88
5/24/2012,5/11/2012,91
5/24/2012,5/12/2012,91
5/24/2012,5/13/2012,92
5/24/2012,5/14/2012,96
5/24/2012,5/15/2012,105
5/24/2012,5/16/2012,109
5/24/2012,5/17/2012,118
5/24/2012,5/18/2012,127
5/24/2012,5/19/2012,127
5/24/2012,5/20/2012,129
5/24/2012,5/21/2012,136
5/24/2012,5/22/2012,144
5/24/2012,5/23/2012,158
5/24/2012,5/24/2012,187
5/25/2012,3/26/2012,0
5/25/2012,3/27/2012,1
5/25/2012,3/28/2012,1
5/25/2012,3/29/2012,1
5/25/2012,3/30/2012,2
5/25/2012,3/31/2012,4
5/25/2012,4/1/2012,8
5/25/2012,4/2/2012,20
5/25/2012,4/3/2012,20
5/25/2012,4/4/2012,20
5/25/2012,4/5/2012,23
5/25/2012,4/6/2012,23
5/25/2012,4/7/2012,23
5/25/2012,4/8/2012,23
5/25/2012,4/9/2012,23
5/25/2012,4/10/2012,23
5/25/2012,4/11/2012,26
5/25/2012,4/12/2012,27
5/25/2012,4/13/2012,31
5/25/2012,4/14/2012,31
5/25/2012,4/15/2012,31
5/25/2012,4/16/2012,31
5/25/2012,4/17/2012,31
5/25/2012,4/18/2012,31
5/25/2012,4/19/2012,31
5/25/2012,4/20/2012,31
5/25/2012,4/21/2012,34
5/25/2012,4/22/2012,34
5/25/2012,4/23/2012,34
5/25/2012,4/24/2012,35
5/25/2012,4/25/2012,35
5/25/2012,4/26/2012,37
5/25/2012,4/27/2012,37
5/25/2012,4/28/2012,43
5/25/2012,4/29/2012,43
5/25/2012,4/30/2012,50
5/25/2012,5/1/2012,50
5/25/2012,5/2/2012,52
5/25/2012,5/3/2012,53
5/25/2012,5/4/2012,54
5/25/2012,5/5/2012,57
5/25/2012,5/6/2012,61
5/25/2012,5/7/2012,61
5/25/2012,5/8/2012,62
5/25/2012,5/9/2012,64
5/25/2012,5/10/2012,64
5/25/2012,5/11/2012,64
5/25/2012,5/12/2012,64
5/25/2012,5/13/2012,64
5/25/2012,5/14/2012,69
5/25/2012,5/15/2012,72
5/25/2012,5/16/2012,72
5/25/2012,5/17/2012,76
5/25/2012,5/18/2012,79
5/25/2012,5/19/2012,79
5/25/2012,5/20/2012,81
5/25/2012,5/21/2012,87
5/25/2012,5/22/2012,95
5/25/2012,5/23/2012,118
5/25/2012,5/24/2012,157
5/25/2012,5/25/2012,227
5/26/2012,3/27/2012,1
5/26/2012,3/28/2012,1
5/26/2012,3/29/2012,1
5/26/2012,3/30/2012,3
5/26/2012,3/31/2012,5
5/26/2012,4/1/2012,9
5/26/2012,4/2/2012,21
5/26/2012,4/3/2012,21
5/26/2012,4/4/2012,21
5/26/2012,4/5/2012,21
5/26/2012,4/6/2012,21
5/26/2012,4/7/2012,21
5/26/2012,4/8/2012,21
5/26/2012,4/9/2012,21
5/26/2012,4/10/2012,21
5/26/2012,4/11/2012,24
5/26/2012,4/12/2012,25
5/26/2012,4/13/2012,29
5/26/2012,4/14/2012,29
5/26/2012,4/15/2012,29
5/26/2012,4/16/2012,29
5/26/2012,4/17/2012,29
5/26/2012,4/18/2012,29
5/26/2012,4/19/2012,29
5/26/2012,4/20/2012,29
5/26/2012,4/21/2012,32
5/26/2012,4/22/2012,32
5/26/2012,4/23/2012,33
5/26/2012,4/24/2012,34
5/26/2012,4/25/2012,34
5/26/2012,4/26/2012,36
5/26/2012,4/27/2012,36
5/26/2012,4/28/2012,36
5/26/2012,4/29/2012,39
5/26/2012,4/30/2012,44
5/26/2012,5/1/2012,45
5/26/2012,5/2/2012,47
5/26/2012,5/3/2012,48
5/26/2012,5/4/2012,49
5/26/2012,5/5/2012,52
5/26/2012,5/6/2012,56
5/26/2012,5/7/2012,58
5/26/2012,5/8/2012,60
5/26/2012,5/9/2012,67
5/26/2012,5/10/2012,68
5/26/2012,5/11/2012,68
5/26/2012,5/12/2012,68
5/26/2012,5/13/2012,69
5/26/2012,5/14/2012,72
5/26/2012,5/15/2012,72
5/26/2012,5/16/2012,74
5/26/2012,5/17/2012,76
5/26/2012,5/18/2012,78
5/26/2012,5/19/2012,79
5/26/2012,5/20/2012,79
5/26/2012,5/21/2012,86
5/26/2012,5/22/2012,101
5/26/2012,5/23/2012,133
5/26/2012,5/24/2012,181
5/26/2012,5/25/2012,265
5/26/2012,5/26/2012,378
5/27/2012,3/28/2012,0
5/27/2012,3/29/2012,0
5/27/2012,3/30/2012,2
5/27/2012,3/31/2012,4
5/27/2012,4/1/2012,5
5/27/2012,4/2/2012,17
5/27/2012,4/3/2012,17
5/27/2012,4/4/2012,17
5/27/2012,4/5/2012,17
5/27/2012,4/6/2012,17
5/27/2012,4/7/2012,17
5/27/2012,4/8/2012,17
5/27/2012,4/9/2012,17
5/27/2012,4/10/2012,17
5/27/2012,4/11/2012,20
5/27/2012,4/12/2012,20
5/27/2012,4/13/2012,24
5/27/2012,4/14/2012,24
5/27/2012,4/15/2012,24
5/27/2012,4/16/2012,24
5/27/2012,4/17/2012,24
5/27/2012,4/18/2012,24
5/27/2012,4/19/2012,24
5/27/2012,4/20/2012,24
5/27/2012,4/21/2012,27
5/27/2012,4/22/2012,27
5/27/2012,4/23/2012,27
5/27/2012,4/24/2012,27
5/27/2012,4/25/2012,27
5/27/2012,4/26/2012,29
5/27/2012,4/27/2012,29
5/27/2012,4/28/2012,29
5/27/2012,4/29/2012,29
5/27/2012,4/30/2012,34
5/27/2012,5/1/2012,34
5/27/2012,5/2/2012,36
5/27/2012,5/3/2012,37
5/27/2012,5/4/2012,38
5/27/2012,5/5/2012,41
5/27/2012,5/6/2012,45
5/27/2012,5/7/2012,47
5/27/2012,5/8/2012,49
5/27/2012,5/9/2012,55
5/27/2012,5/10/2012,55
5/27/2012,5/11/2012,55
5/27/2012,5/12/2012,55
5/27/2012,5/13/2012,55
5/27/2012,5/14/2012,57
5/27/2012,5/15/2012,57
5/27/2012,5/16/2012,58
5/27/2012,5/17/2012,59
5/27/2012,5/18/2012,60
5/27/2012,5/19/2012,61
5/27/2012,5/20/2012,62
5/27/2012,5/21/2012,66
5/27/2012,5/22/2012,78
5/27/2012,5/23/2012,91
5/27/2012,5/24/2012,110
5/27/2012,5/25/2012,151
5/27/2012,5/26/2012,196
5/27/2012,5/27/2012,250
5/28/2012,3/29/2012,0
5/28/2012,3/30/2012,0
5/28/2012,3/31/2012,0
5/28/2012,4/1/2012,0
5/28/2012,4/2/2012,0
5/28/2012,4/3/2012,0
5/28/2012,4/4/2012,0
5/28/2012,4/5/2012,0
5/28/2012,4/6/2012,0
5/28/2012,4/7/2012,0
5/28/2012,4/8/2012,0
5/28/2012,4/9/2012,0
5/28/2012,4/10/2012,0
5/28/2012,4/11/2012,0
5/28/2012,4/12/2012,0
5/28/2012,4/13/2012,0
5/28/2012,4/14/2012,0
5/28/2012,4/15/2012,0
5/28/2012,4/16/2012,0
5/28/2012,4/17/2012,0
5/28/2012,4/18/2012,0
5/28/2012,4/19/2012,0
5/28/2012,4/20/2012,0
5/28/2012,4/21/2012,0
5/28/2012,4/22/2012,0
5/28/2012,4/23/2012,0
5/28/2012,4/24/2012,0
5/28/2012,4/25/2012,0
5/28/2012,4/26/2012,0
5/28/2012,4/27/2012,1
5/28/2012,4/28/2012,1
5/28/2012,4/29/2012,1
5/28/2012,4/30/2012,4
5/28/2012,5/1/2012,4
5/28/2012,5/2/2012,6
5/28/2012,5/3/2012,6
5/28/2012,5/4/2012,9
5/28/2012,5/5/2012,9
5/28/2012,5/6/2012,12
5/28/2012,5/7/2012,12
5/28/2012,5/8/2012,13
5/28/2012,5/9/2012,14
5/28/2012,5/10/2012,15
5/28/2012,5/11/2012,16
5/28/2012,5/12/2012,16
5/28/2012,5/13/2012,16
5/28/2012,5/14/2012,20
5/28/2012,5/15/2012,22
5/28/2012,5/16/2012,23
5/28/2012,5/17/2012,23
5/28/2012,5/18/2012,24
5/28/2012,5/19/2012,26
5/28/2012,5/20/2012,26
5/28/2012,5/21/2012,28
5/28/2012,5/22/2012,38
5/28/2012,5/23/2012,48
5/28/2012,5/24/2012,55
5/28/2012,5/25/2012,67
5/28/2012,5/26/2012,70
5/28/2012,5/27/2012,77
5/28/2012,5/28/2012,96
5/29/2012,3/30/2012,0
5/29/2012,3/31/2012,0
5/29/2012,4/1/2012,0
5/29/2012,4/2/2012,0
5/29/2012,4/3/2012,0
5/29/2012,4/4/2012,0
5/29/2012,4/5/2012,0
5/29/2012,4/6/2012,0
5/29/2012,4/7/2012,0
5/29/2012,4/8/2012,0
5/29/2012,4/9/2012,0
5/29/2012,4/10/2012,0
5/29/2012,4/11/2012,0
5/29/2012,4/12/2012,2
5/29/2012,4/13/2012,2
5/29/2012,4/14/2012,2
5/29/2012,4/15/2012,2
5/29/2012,4/16/2012,2
5/29/2012,4/17/2012,2
5/29/2012,4/18/2012,7
5/29/2012,4/19/2012,7
5/29/2012,4/20/2012,7
5/29/2012,4/21/2012,7
5/29/2012,4/22/2012,7
5/29/2012,4/23/2012,7
5/29/2012,4/24/2012,12
5/29/2012,4/25/2012,16
5/29/2012,4/26/2012,22
5/29/2012,4/27/2012,24
5/29/2012,4/28/2012,24
5/29/2012,4/29/2012,24
5/29/2012,4/30/2012,28
5/29/2012,5/1/2012,29
5/29/2012,5/2/2012,33
